ID,Origin,core_label,Subcel1,Localization,Type
Zm00001eb441690,Tandem,unknown,extr,Nucleus,Soluble
Zm00001eb386090,unknown,Dispensable Gene,extr,Extracellular,Soluble
Zm00001eb362050,unknown,Private Gene,nucl,Nucleus,Soluble
Zm00001eb343510,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb355820,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb371350,WGD,Core Gene,E.R.,Cytoplasm,Soluble
Zm00001eb318260,unknown,Dispensable Gene,extr,Extracellular,Soluble
Zm00001eb310590,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb294680,WGD,Core Gene,extr,Mitochondrion,Membrane
Zm00001eb291080,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb269550,unknown,Core Gene,extr,Endoplasmic reticulum,Membrane
Zm00001eb210210,unknown,Dispensable Gene,extr,Extracellular,Soluble
Zm00001eb224160,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb228470,unknown,Dispensable Gene,extr,Cytoplasm,Soluble
Zm00001eb176480,Tandem,Core Gene,extr,Extracellular,Soluble
Zm00001eb176490,Tandem,Core Gene,extr,Extracellular,Soluble
Zm00001eb171490,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb149890,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb149280,Tandem,Core Gene,extr,Nucleus,Soluble
Zm00001eb431720,WGD,Core Gene,nucl,Golgi apparatus,Membrane
Zm00001eb425630,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb031820,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb359320,WGD,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb314360,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb232140,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb189030,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb201250,unknown,Core Gene,chlo,Plastid,Soluble
Zm00001eb132640,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb389810,WGD,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb049850,unknown,Core Gene,chlo,Nucleus,Membrane
Zm00001eb252990,Tandem,Core Gene,chlo,Extracellular,Soluble
Zm00001eb253030,Tandem,Core Gene,chlo,Extracellular,Soluble
Zm00001eb072890,WGD,Core Gene,chlo,Extracellular,Soluble
Zm00001eb284430,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb283400,Tandem,Core Gene,E.R.,Cell membrane,Membrane
Zm00001eb142660,Tandem,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb216900,WGD,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb211770,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb236160,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb187500,unknown,Dispensable Gene,cyto,Mitochondrion,Soluble
Zm00001eb159060,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb107000,Tandem,Core Gene,cyto,Nucleus,Soluble
Zm00001eb043440,WGD,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb018220,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb415730,unknown,Core Gene,nucl,Endoplasmic reticulum,Membrane
Zm00001eb290340,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb293630,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb087750,unknown,Core Gene,cyto,Extracellular,Soluble
Zm00001eb408210,unknown,Near-Core Gene,cyto,Extracellular,Soluble
Zm00001eb350680,WGD,Core Gene,E.R.,Extracellular,Soluble
Zm00001eb361170,WGD,Core Gene,extr,Extracellular,Soluble
Zm00001eb198210,unknown,Core Gene,plas,Lysosome/Vacuole,Membrane
Zm00001eb187000,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb145810,WGD,Near-Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb027740,unknown,Near-Core Gene,plas,Cell membrane,Membrane
Zm00001eb373720,unknown,Dispensable Gene,cyto,Mitochondrion,Membrane
Zm00001eb331780,WGD,Core Gene,cyto,Mitochondrion,Membrane
Zm00001eb279560,unknown,Dispensable Gene,cyto,Mitochondrion,Soluble
Zm00001eb240780,unknown,Core Gene,cyto,Extracellular,Soluble
Zm00001eb260670,Tandem,Dispensable Gene,extr,Cell membrane,Membrane
Zm00001eb250490,unknown,Dispensable Gene,nucl,Mitochondrion,Soluble
Zm00001eb174790,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb163820,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb076480,unknown,Dispensable Gene,nucl,Nucleus,Membrane
Zm00001eb419240,unknown,Core Gene,extr,Extracellular,Soluble
Zm00001eb060060,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb005770,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb294800,WGD,Core Gene,plas,Extracellular,Soluble
Zm00001eb190350,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb387450,unknown,Core Gene,plas,Extracellular,Soluble
Zm00001eb362510,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb145980,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb140370,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb412440,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb388690,WGD,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb372180,Tandem,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb335800,WGD,Core Gene,chlo,Golgi apparatus,Membrane
Zm00001eb317090,unknown,Core Gene,chlo,Lysosome/Vacuole,Soluble
Zm00001eb316340,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb239260,Tandem,Core Gene,E.R.,Endoplasmic reticulum,Soluble
Zm00001eb190410,WGD,Core Gene,chlo,Golgi apparatus,Membrane
Zm00001eb206440,WGD,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb089180,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb425990,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb060390,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb335540,unknown,Core Gene,golg,Cell membrane,Membrane
Zm00001eb270820,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb418240,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb012380,WGD,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb441980,unknown,unknown,nucl,Cytoplasm,Soluble
Zm00001eb308870,unknown,Near-Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb236520,unknown,Near-Core Gene,nucl,Nucleus,Soluble
Zm00001eb205910,WGD,Core Gene,E.R.,Cytoplasm,Soluble
Zm00001eb065590,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb025960,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb041120,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb064190,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb438620,unknown,unknown,mito,Mitochondrion,Membrane
Zm00001eb183080,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb137530,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb420390,unknown,Core Gene,mito,Plastid,Membrane
Zm00001eb183720,unknown,Near-Core Gene,chlo,Plastid,Membrane
Zm00001eb191450,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb430470,WGD,Core Gene,chlo,Golgi apparatus,Membrane
Zm00001eb043760,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb057720,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb359540,WGD,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb224090,Tandem,Core Gene,chlo,Extracellular,Soluble
Zm00001eb196430,unknown,Core Gene,plas,Peroxisome,Soluble
Zm00001eb163560,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb237810,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb387210,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb403350,WGD,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb288680,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb211720,WGD,Core Gene,chlo,Plastid,Membrane
Zm00001eb079440,Tandem,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb079460,Tandem,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb005970,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb094420,unknown,Core Gene,cyto,Plastid,Soluble
Zm00001eb373130,unknown,Core Gene,mito,Golgi apparatus,Membrane
Zm00001eb351680,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb315740,Tandem,Near-Core Gene,plas,Cell membrane,Membrane
Zm00001eb243500,unknown,Core Gene,plas,Cytoplasm,Soluble
Zm00001eb182200,unknown,Core Gene,cyto,Plastid,Soluble
Zm00001eb144890,WGD,Near-Core Gene,E.R.,Nucleus,Membrane
Zm00001eb138000,Both,Core Gene,cyto,Mitochondrion,Membrane
Zm00001eb130170,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb130380,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb114450,Tandem,Dispensable Gene,plas,Cell membrane,Membrane
Zm00001eb430030,unknown,Core Gene,mito,Extracellular,Membrane
Zm00001eb053880,WGD,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb386980,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb344450,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb315890,WGD,Dispensable Gene,chlo,Mitochondrion,Membrane
Zm00001eb325470,Tandem,Core Gene,chlo,Extracellular,Soluble
Zm00001eb244840,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb179040,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb192720,WGD,Core Gene,chlo,Nucleus,Membrane
Zm00001eb136570,Tandem,Dispensable Gene,chlo,Mitochondrion,Membrane
Zm00001eb111250,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb000380,WGD,Core Gene,chlo,Extracellular,Soluble
Zm00001eb304290,WGD,Core Gene,chlo,Endoplasmic reticulum,Soluble
Zm00001eb381890,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb323610,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb307650,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb281660,WGD,Near-Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb220790,WGD,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb213180,unknown,Core Gene,E.R.,Extracellular,Soluble
Zm00001eb175820,unknown,Near-Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb178250,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb130660,unknown,Core Gene,chlo,Endoplasmic reticulum,Soluble
Zm00001eb096120,Tandem,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb073390,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb368620,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb033860,unknown,Private Gene,nucl,Nucleus,Soluble
Zm00001eb065150,Tandem,Core Gene,nucl,Mitochondrion,Soluble
Zm00001eb100740,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb200430,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb326500,unknown,Core Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb275000,WGD,Core Gene,plas,Lysosome/Vacuole,Membrane
Zm00001eb343070,unknown,Dispensable Gene,plas,Cell membrane,Membrane
Zm00001eb139160,Both,Core Gene,chlo,Nucleus,Soluble
Zm00001eb158240,Tandem,Core Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb101180,WGD,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb075010,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb024150,unknown,Core Gene,plas,Nucleus,Soluble
Zm00001eb267120,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb321900,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb434040,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb239250,Tandem,Core Gene,E.R.,Lysosome/Vacuole,Soluble
Zm00001eb399570,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb110380,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb390830,WGD,Core Gene,chlo,Plastid,Soluble
Zm00001eb401910,unknown,Core Gene,chlo,Nucleus,Membrane
Zm00001eb382790,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb264440,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb237060,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb258690,unknown,Dispensable Gene,chlo,Endoplasmic reticulum,Soluble
Zm00001eb254570,WGD,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb130790,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb065700,WGD,Near-Core Gene,chlo,Plastid,Soluble
Zm00001eb073220,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb115890,unknown,Near-Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb108400,WGD,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb422300,Tandem,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb047320,unknown,Near-Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb042810,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb051010,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb233340,unknown,Dispensable Gene,chlo,Mitochondrion,Membrane
Zm00001eb127620,unknown,Dispensable Gene,chlo,Plastid,Membrane
Zm00001eb413180,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb353680,WGD,Core Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb190960,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb122910,unknown,Core Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb090760,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb415630,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb391960,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb397860,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb338770,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb338870,unknown,Dispensable Gene,mito,Mitochondrion,Soluble
Zm00001eb350220,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb300830,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb302240,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb330740,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb292660,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb296750,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb229510,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb217150,unknown,Dispensable Gene,mito,Mitochondrion,Membrane
Zm00001eb233000,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb175520,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb157160,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb129530,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb420230,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb409740,unknown,Near-Core Gene,nucl,Mitochondrion,Soluble
Zm00001eb421190,unknown,Near-Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb316170,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb219340,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb215040,WGD,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb181150,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb076200,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb309800,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb111750,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb062340,unknown,Core Gene,cyto,Mitochondrion,Membrane
Zm00001eb158590,unknown,Dispensable Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb265900,WGD,Core Gene,plas,Peroxisome,Soluble
Zm00001eb203450,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb156820,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb096820,WGD,Core Gene,plas,Mitochondrion,Membrane
Zm00001eb251770,Tandem,Core Gene,cyto,Lysosome/Vacuole,Soluble
Zm00001eb184040,unknown,Core Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb389280,unknown,Core Gene,plas,Lysosome/Vacuole,Membrane
Zm00001eb277430,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb203090,unknown,Core Gene,nucl,Peroxisome,Soluble
Zm00001eb209800,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb137610,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb104230,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb379220,unknown,Core Gene,cyto,Cell membrane,Membrane
Zm00001eb271870,WGD,Core Gene,cyto,Cell membrane,Membrane
Zm00001eb378050,WGD,Core Gene,chlo,Extracellular,Soluble
Zm00001eb238550,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb041560,unknown,Core Gene,cyto,Mitochondrion,Membrane
Zm00001eb043330,unknown,Core Gene,nucl,Cell membrane,Membrane
Zm00001eb253990,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb006710,Tandem,Core Gene,chlo,Peroxisome,Membrane
Zm00001eb150100,Tandem,Core Gene,nucl,Golgi apparatus,Membrane
Zm00001eb381270,WGD,Core Gene,plas,Extracellular,Soluble
Zm00001eb268980,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb427770,unknown,Dispensable Gene,cyto_E.R.,Endoplasmic reticulum,Membrane
Zm00001eb279850,WGD,Core Gene,cyto,Nucleus,Membrane
Zm00001eb392360,unknown,Dispensable Gene,chlo,Cell membrane,Membrane
Zm00001eb403040,WGD,Core Gene,mito,Endoplasmic reticulum,Membrane
Zm00001eb274400,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb294750,unknown,Dispensable Gene,chlo,Peroxisome,Soluble
Zm00001eb031800,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb215410,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb409610,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb108660,unknown,Core Gene,chlo,Peroxisome,Soluble
Zm00001eb114930,Tandem,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb029860,unknown,Core Gene,chlo,Peroxisome,Soluble
Zm00001eb283830,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb272950,WGD,Core Gene,mito,Extracellular,Soluble
Zm00001eb250950,unknown,Core Gene,mito,Mitochondrion,Membrane
Zm00001eb209550,WGD,Core Gene,E.R.,Endoplasmic reticulum,Soluble
Zm00001eb324210,unknown,Core Gene,nucl,Endoplasmic reticulum,Membrane
Zm00001eb259450,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb214610,WGD,Core Gene,chlo,Lysosome/Vacuole,Membrane
Zm00001eb031780,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb434450,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb382450,unknown,Dispensable Gene,golg,Mitochondrion,Membrane
Zm00001eb401370,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb178320,WGD,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb376940,Tandem,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb372650,unknown,Dispensable Gene,chlo,Mitochondrion,Membrane
Zm00001eb376190,Tandem,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb376260,Tandem,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb376310,Tandem,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb364460,unknown,Core Gene,chlo,Golgi apparatus,Membrane
Zm00001eb307760,unknown,Core Gene,chlo,Golgi apparatus,Membrane
Zm00001eb265460,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb241520,unknown,Core Gene,chlo,Golgi apparatus,Membrane
Zm00001eb082240,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb008260,Tandem,Core Gene,chlo,Nucleus,Soluble
Zm00001eb041480,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb375630,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb216970,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb197900,unknown,Core Gene,chlo,Lysosome/Vacuole,Soluble
Zm00001eb200690,unknown,Dispensable Gene,chlo,Golgi apparatus,Membrane
Zm00001eb097960,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb053300,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb029000,unknown,Dispensable Gene,chlo,Golgi apparatus,Soluble
Zm00001eb219410,Tandem,Core Gene,plas,Cell membrane,Membrane
Zm00001eb257640,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb181990,WGD,Core Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb091480,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb041270,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb026630,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb328490,unknown,Core Gene,E.R.,Cell membrane,Membrane
Zm00001eb237540,unknown,Dispensable Gene,mito,Golgi apparatus,Membrane
Zm00001eb361640,WGD,Core Gene,mito,Peroxisome,Soluble
Zm00001eb355930,unknown,Dispensable Gene,extr,Mitochondrion,Soluble
Zm00001eb326380,Tandem,Dispensable Gene,mito,Mitochondrion,Soluble
Zm00001eb305460,unknown,Core Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb330820,unknown,Core Gene,mito,Cytoplasm,Soluble
Zm00001eb295970,unknown,Core Gene,extr,Mitochondrion,Soluble
Zm00001eb225030,unknown,Core Gene,plas,Nucleus,Soluble
Zm00001eb258680,unknown,Core Gene,mito,Lysosome/Vacuole,Soluble
Zm00001eb227080,unknown,Core Gene,mito,Endoplasmic reticulum,Membrane
Zm00001eb243030,unknown,Dispensable Gene,mito,Cell membrane,Membrane
Zm00001eb165240,Tandem,Core Gene,mito,Cytoplasm,Soluble
Zm00001eb146460,unknown,Near-Core Gene,E.R.,Mitochondrion,Membrane
Zm00001eb129320,WGD,Core Gene,E.R.,Cytoplasm,Soluble
Zm00001eb068420,Tandem,Core Gene,mito,Golgi apparatus,Membrane
Zm00001eb094860,unknown,Core Gene,mito,Golgi apparatus,Membrane
Zm00001eb076610,unknown,Core Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb082550,unknown,Core Gene,extr,Cell membrane,Membrane
Zm00001eb412610,unknown,Core Gene,mito,Mitochondrion,Membrane
Zm00001eb412370,unknown,Core Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb410800,Both,Near-Core Gene,mito,Endoplasmic reticulum,Soluble
Zm00001eb423090,unknown,Dispensable Gene,golg,Endoplasmic reticulum,Membrane
Zm00001eb420980,unknown,Dispensable Gene,extr,Endoplasmic reticulum,Membrane
Zm00001eb033850,unknown,Core Gene,plas,Lysosome/Vacuole,Membrane
Zm00001eb206530,WGD,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb283900,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb211980,WGD,Near-Core Gene,chlo,Cell membrane,Membrane
Zm00001eb195020,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb014050,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb018750,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb042740,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb198190,Tandem,Core Gene,plas,Cytoplasm,Soluble
Zm00001eb347250,Tandem,Core Gene,extr,Golgi apparatus,Membrane
Zm00001eb259060,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb136450,unknown,Core Gene,plas,Cytoplasm,Soluble
Zm00001eb355420,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb167350,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb025360,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb386690,Tandem,Dispensable Gene,chlo,Golgi apparatus,Membrane
Zm00001eb022050,Tandem,Core Gene,chlo,Extracellular,Soluble
Zm00001eb035260,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb203070,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb016160,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb384000,unknown,Dispensable Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb172800,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb358370,Tandem,Core Gene,chlo,Plastid,Membrane
Zm00001eb329250,unknown,Core Gene,plas,Cytoplasm,Soluble
Zm00001eb247840,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb171640,Tandem,Core Gene,extr,Extracellular,Soluble
Zm00001eb244910,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb410760,Tandem,Near-Core Gene,mito,Extracellular,Soluble
Zm00001eb202860,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb184710,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb215310,WGD,Core Gene,nucl,Cell membrane,Membrane
Zm00001eb159250,WGD,Core Gene,nucl,Endoplasmic reticulum,Membrane
Zm00001eb196060,WGD,Near-Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb082370,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb006780,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb279640,WGD,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb385570,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb300740,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb211870,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb085720,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb279130,Both,Core Gene,chlo,Nucleus,Membrane
Zm00001eb055430,WGD,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb240040,unknown,Core Gene,nucl,Cytoplasm,Soluble
